0,1.5,1,0,0,0,0,0,0,0,0,0,
0.00396099,1.49999,1.07011,0.0483607,-0.000130725,0.396761,0.105969,0.0287548,0.101103,0.3,0.164313,0.3,
0.02747,1.49859,1.14111,-0.0140724,-0.0182955,-0.0592077,-0.00434461,-0.0893753,0.220578,-0.3,-0.3,0.3,
-0.0347643,1.47571,1.20147,-0.128511,-0.057307,0.330176,0.0968099,0.0389889,0.205239,0.3,0.3,-0.3,
-0.0785648,1.44802,1.3763,-0.18784,-0.0894247,0.433655,-0.039243,-0.0907158,0.30052,-0.3,-0.3,0.3,
-0.208035,1.39334,1.47152,-0.31521,-0.137718,0.00200179,0.0612756,0.0297761,0.431908,0.3,0.3,0.3,
-0.298828,1.34085,1.43277,-0.179566,-0.163804,-0.220789,0.172927,-0.0782239,0.548962,0.3,-0.3,0.3,
-0.350805,1.27468,1.33531,-0.157862,-0.262334,-0.406287,0.0799158,-0.0412674,0.635804,-0.3,0.3,0.3,
-0.390916,1.1818,1.24444,-0.113726,-0.383018,-0.201417,0.162519,-0.11891,0.669631,0.3,-0.3,-0.131859,
-0.417212,1.02895,1.24622,-0.00970127,-0.551951,0.225781,0.198249,-0.0598444,0.585121,-0.144541,0.3,-0.3,
-0.38046,0.76908,1.33708,0.170828,-0.71742,0.175133,0.311689,-0.179844,0.638026,0.3,-0.3,0.3,
-0.303532,0.523082,1.31856,0.376708,-0.853762,-0.321884,0.412134,-0.115331,0.590543,0.3,0.3,-0.3,
-0.0792386,0.204275,1.11529,0.921124,-0.907988,-0.796236,0.323352,-0.00733075,0.68436,-0.3,0.3,0.3
