0,5.5,1.5,0,0,0,0,0,0,0,0,0,
0.299474,5.58256,1.68963,0.598947,0.165112,0.379261,-0.403121,-0.420252,0.942311,-0.3,-0.3,-0.3,
0.598947,5.66511,1.87926,0.5,-0.208844,0.5,-0.322875,-0.285252,1.12762,-0.3,-0.3,-0.3,
1.09895,5.67659,2.24523,0.5,0.300966,0.241797,-0.207355,-0.142602,1.31196,-0.3,0.3,-0.3,
1.51895,5.76511,2.40831,0.5,-0.121484,0.145181,-0.108832,-0.268602,1.45849,-0.3,0.3,-0.191759,
1.98895,5.73417,2.4581,0.5,0.12991,-0.0505183,0.0164857,-0.403602,1.48267,0.3,-0.3,0.25923,
2.44895,5.67845,2.42529,0.5,0.342505,-0.00443676,-0.0719392,-0.265602,1.31575,0.3,-0.3,0.3,
2.79895,5.76954,2.44735,0.5,-0.0463782,0.0682855,-0.14641,-0.195468,1.21123,-0.3,0.3,-0.3,
3.24895,5.63299,2.4534,0.5,0.4038,-0.0614402,-0.0694094,-0.32446,1.37147,0.3,-0.3,-0.3,
3.54895,5.73709,2.41517,0.5,-0.0217372,-0.0631327,-0.180476,-0.23446,1.43327,0.3,-0.3,-0.241139,
3.87895,5.59713,2.41826,0.5,-0.362515,0.0683934,-0.250218,-0.13546,1.4056,-0.3,-0.3,0.3,
4.14032,5.25672,2.39245,0.200756,-0.496366,-0.122467,-0.12953,-0.0214596,1.34676,-0.3,-0.3,-0.3,
4.21303,4.95685,2.36916,0.0740362,-0.5,0.0408504,-0.0373357,0.0685404,1.43478,-0.3,-0.3,-0.3,
4.29549,4.52685,2.33015,0.160236,-0.5,-0.133618,0.098356,0.160628,1.52858,0.3,0.3,0.3,
4.50255,4.05685,2.18153,0.22104,-0.5,-0.175851,-0.0459913,0.0256277,1.40039,-0.3,-0.3,0.3,
4.64777,3.72685,2.01066,0.23948,-0.5,-0.33863,0.0015778,0.115284,1.29898,0.3,0.3,0.3,
4.79561,3.40685,1.82918,0.190473,-0.5,-0.231509,-0.0984456,0.0271313,1.26552,0.3,-0.3,-0.3,
4.86205,3.09685,1.66859,0.0126938,-0.5,-0.289362,-0.184172,0.120131,1.36628,0.3,-0.3,-0.3,
4.72852,2.69685,1.43934,-0.334827,-0.5,-0.290094,-0.173201,0.240131,1.48597,-0.3,-0.3,-0.3,
